day,county_fips,age_group,count
77,51083,g,164
77,51085,g,302
77,51087,g,883
77,51089,g,249
77,51091,g,13
77,51093,g,119
77,51095,g,316
77,51097,g,28
77,51099,g,54
77,51101,g,45
77,51103,g,82
77,51105,g,95
77,51107,g,457
77,51109,g,111
77,51111,g,52
77,51113,g,53
77,51115,g,53
77,51117,g,160
77,51119,g,63
77,51121,g,215
77,51125,g,69
77,51127,g,50
77,51131,g,66
77,51133,g,86
77,51135,g,64
77,51137,g,141
77,51139,g,99
77,51141,g,92
77,51143,g,254
77,51145,g,77
77,51147,g,76
77,51149,g,84
77,51153,g,617
77,51155,g,146
77,51157,g,32
77,51159,g,40
77,51161,g,370
77,51163,g,107
77,51165,g,278
77,51167,g,111
77,51169,g,106
77,51171,g,181
77,51173,g,138
77,51175,g,66
77,51177,g,277
77,51179,g,215
77,51181,g,26
77,51183,g,41
77,51185,g,182
77,51187,g,112
77,51191,g,226
77,51193,g,84
77,51195,g,138
77,51197,g,121
77,51199,g,182
77,51510,g,298
77,51520,g,79
77,51530,g,25
77,51540,g,95
77,51550,g,537
77,51570,g,80
77,51580,g,26
77,51590,g,196
77,51595,g,24
77,51600,g,72
77,51610,g,30
77,51620,g,35
77,51630,g,57
77,51640,g,33
77,51650,g,394
77,51660,g,95
77,51670,g,78
77,51678,g,25
77,51680,g,249
77,51683,g,60
77,51685,g,18
77,51690,g,63
77,51700,g,454
77,51710,g,543
77,51720,g,13
77,51730,g,113
77,51735,g,43
77,51740,g,297
77,51750,g,32
77,51760,g,538
77,51770,g,327
77,51775,g,99
77,51790,g,110
77,51800,g,224
77,51810,g,1080
77,51820,g,84
77,51830,g,43
77,51840,g,86
77,51001,o,162
77,51003,o,409
77,51005,o,80
77,51007,o,58
77,51009,o,146
77,51011,o,68
77,51013,o,681
77,51015,o,343
77,51017,o,23
77,51021,o,32
77,51023,o,169
77,51025,o,78
77,51027,o,119
77,51029,o,79
77,51031,o,239
77,51033,o,119
77,51035,o,142
77,51036,o,40
77,51037,o,57
77,51041,o,1329
77,51043,o,71
77,51045,o,25
77,51047,o,184
77,51049,o,43
77,51051,o,76
77,51053,o,125
77,51057,o,52
77,51059,o,4478
77,51061,o,294
77,51063,o,71
77,51065,o,107
77,51067,o,271
77,51069,o,311
77,51071,o,79
77,51073,o,172
77,51075,o,116
77,51077,o,78
77,51079,o,78
77,51081,o,53
77,51083,o,175
77,51085,o,442
77,51087,o,1203
77,51089,o,249
77,51091,o,14
77,51093,o,174
77,51095,o,299
77,51097,o,34
77,51099,o,88
77,51101,o,68
77,51103,o,60
77,51105,o,115
77,51107,o,959
77,51109,o,158
77,51111,o,62
77,51113,o,63
77,51115,o,46
77,51117,o,156
77,51119,o,60
77,51121,o,277
77,51125,o,83
77,51127,o,92
77,51131,o,62
77,51133,o,66
77,51135,o,66
77,51137,o,142
77,51139,o,105
77,51141,o,89
77,51143,o,306
77,51145,o,129
77,51147,o,81
77,51149,o,147
77,51153,o,1341
77,51155,o,169
77,51157,o,41
77,51159,o,37
77,51161,o,433
77,51163,o,111
77,51165,o,321
77,51167,o,140
77,51169,o,108
77,51171,o,185
77,51173,o,146
77,51175,o,90
77,51177,o,459
77,51179,o,450
77,51181,o,35
77,51183,o,53
77,51185,o,219
77,51187,o,156
77,51191,o,260
77,51193,o,88
77,51195,o,180
77,51197,o,135
77,51199,o,275
77,51510,o,508
77,51520,o,72
77,51530,o,26
77,51540,o,126
77,51550,o,882
77,51570,o,71
77,51580,o,25
77,51590,o,197
77,51595,o,21
77,51600,o,94
77,51610,o,54
77,51620,o,36
77,51630,o,71
77,51640,o,28
77,51650,o,539
77,51660,o,101
77,51670,o,82
77,51678,o,18
77,51680,o,250
77,51683,o,128
77,51685,o,36
77,51690,o,60
77,51700,o,626
77,51710,o,770
77,51720,o,17
77,51730,o,137
77,51735,o,57
77,51740,o,373
77,51750,o,36
77,51760,o,733
77,51770,o,406
77,51775,o,107
77,51790,o,103
77,51800,o,331
77,51810,o,1625
77,51820,o,83
77,51830,o,37
77,51840,o,96
77,51001,p,81
77,51003,p,233
77,51005,p,33
77,51007,p,30
77,51009,p,74
77,51011,p,32
77,51013,p,476
77,51015,p,164
77,51017,p,6
77,51021,p,12
77,51023,p,68
77,51025,p,35
77,51027,p,46
77,51029,p,39
77,51031,p,124
77,51033,p,83
77,51035,p,67
77,51036,p,12
77,51037,p,28
77,51041,p,835
77,51043,p,32
77,51045,p,10
77,51047,p,137
77,51049,p,25
77,51051,p,36
77,51053,p,66
77,51057,p,27
77,51059,p,3016
77,51061,p,161
77,51063,p,36
77,51065,p,67
77,51067,p,130
77,51069,p,212
77,51071,p,39
77,51073,p,75
77,51075,p,43
77,51077,p,29
77,51079,p,55
77,51081,p,22
77,51083,p,85
77,51085,p,231
77,51087,p,852
77,51089,p,123
77,51091,p,2
77,51093,p,79
77,51095,p,143
77,51097,p,15
77,51099,p,75
77,51101,p,42
77,51103,p,19
77,51105,p,56
77,51107,p,1143
77,51109,p,85
77,51111,p,29
77,51113,p,33
77,51115,p,15
77,51117,p,67
77,51119,p,18
77,51121,p,184
77,51125,p,31
77,51127,p,39
77,51131,p,28
77,51133,p,23
77,51135,p,37
77,51137,p,84
77,51139,p,56
77,51141,p,37
77,51143,p,137
77,51145,p,61
77,51147,p,43
77,51149,p,85
77,51153,p,1358
77,51155,p,71
77,51157,p,14
77,51159,p,16
77,51161,p,197
77,51163,p,44
77,51165,p,192
77,51167,p,64
77,51169,p,49
77,51171,p,102
77,51173,p,74
77,51175,p,40
77,51177,p,348
77,51179,p,363
77,51181,p,15
77,51183,p,23
77,51185,p,98
77,51187,p,99
77,51191,p,113
77,51193,p,37
77,51195,p,97
77,51197,p,68
77,51199,p,159
77,51510,p,406
77,51520,p,47
77,51530,p,16
77,51540,p,94
77,51550,p,595
77,51570,p,40
77,51580,p,13
77,51590,p,113
77,51595,p,15
77,51600,p,52
77,51610,p,29
77,51620,p,25
77,51630,p,66
77,51640,p,16
77,51650,p,370
77,51660,p,98
77,51670,p,73
77,51678,p,6
77,51680,p,188
77,51683,p,129
77,51685,p,53
77,51690,p,35
77,51700,p,564
77,51710,p,694
77,51720,p,9
77,51730,p,83
77,51735,p,22
77,51740,p,289
77,51750,p,24
77,51760,p,539
77,51770,p,285
77,51775,p,52
77,51790,p,53
77,51800,p,249
77,51810,p,1210
77,51820,p,62
77,51830,p,17
77,51840,p,74
77,51001,s,210
77,51003,s,656
77,51005,s,113
77,51007,s,89
77,51009,s,219
77,51011,s,105
77,51013,s,844
77,51015,s,507
77,51017,s,28
77,51021,s,39
77,51023,s,243
77,51025,s,106
77,51027,s,143
77,51029,s,101
77,51031,s,378
77,51033,s,201
77,51035,s,192
77,51036,s,41
77,51037,s,94
77,51041,s,2591
77,51043,s,102
77,51045,s,35
77,51047,s,360
77,51049,s,71
77,51051,s,103
77,51053,s,198
77,51057,s,76
77,51059,s,7780
77,51061,s,528
77,51063,s,102
77,51065,s,180
77,51067,s,357
77,51069,s,614
77,51071,s,118
77,51073,s,266
77,51075,s,141
77,51077,s,95
77,51079,s,136
77,51081,s,63
77,51083,s,254
77,51085,s,818
77,51087,s,2250
77,51089,s,345
77,51091,s,12
77,51093,s,257
77,51095,s,457
77,51097,s,44
77,51099,s,196
77,51101,s,122
77,51103,s,58
77,51105,s,161
77,51107,s,2731
77,51109,s,221
77,51111,s,75
77,51113,s,93
77,51115,s,54
77,51117,s,204
77,51119,s,56
77,51121,s,445
77,51125,s,91
77,51127,s,129
77,51131,s,76
77,51133,s,63
77,51135,s,100
77,51137,s,240
77,51139,s,164
77,51141,s,111
77,51143,s,428
77,51145,s,212
77,51147,s,124
77,51149,s,260
77,51153,s,3336
77,51155,s,216
77,51157,s,47
77,51159,s,51
77,51161,s,646
77,51163,s,136
77,51165,s,560
77,51167,s,186
77,51169,s,138
77,51171,s,283
77,51173,s,208
77,51175,s,124
77,51177,s,1075
77,51179,s,1177
77,51181,s,48
77,51183,s,63
77,51185,s,286
77,51187,s,279
77,51191,s,337
77,51193,s,109
77,51195,s,263
77,51197,s,187
77,51199,s,564
77,51510,s,560
77,51520,s,109
77,51530,s,42
77,51540,s,173
77,51550,s,1806
77,51570,s,121
77,51580,s,38
77,51590,s,275
77,51595,s,47
77,51600,s,137
77,51610,s,89
77,51620,s,57
77,51630,s,129
77,51640,s,46
77,51650,s,949
77,51660,s,200
77,51670,s,162
77,51678,s,22
77,51680,s,428
77,51683,s,305
77,51685,s,110
77,51690,s,91
77,51700,s,1284
77,51710,s,1444
77,51720,s,25
77,51730,s,197
77,51735,s,103
77,51740,s,659
77,51750,s,62
77,51760,s,1073
77,51770,s,600
77,51775,s,153
77,51790,s,137
77,51800,s,666
77,51810,s,3177
77,51820,s,137
77,51830,s,36
77,51840,s,160
84,51001,a,262
84,51003,a,921
84,51005,a,121
84,51007,a,105
84,51009,a,279
84,51011,a,120
84,51013,a,2556
84,51015,a,631
84,51017,a,37
84,51021,a,60
84,51023,a,259
84,51025,a,158
84,51027,a,215
84,51029,a,161
84,51031,a,477
84,51033,a,256
84,51035,a,237
84,51036,a,59
84,51037,a,97
84,51041,a,2883
84,51043,a,109
84,51045,a,40
84,51047,a,422
84,51049,a,85
84,51051,a,133
84,51053,a,251
84,51057,a,89
84,51059,a,10379
84,51061,a,558
84,51063,a,122
84,51065,a,224
84,51067,a,455
84,51069,a,703
84,51071,a,141
84,51073,a,318
84,51075,a,180
84,51077,a,121
84,51079,a,161
84,51081,a,129
84,51083,a,272
84,51085,a,861
84,51087,a,2878
84,51089,a,439
84,51091,a,15
84,51093,a,294
84,51095,a,511
84,51097,a,55
84,51099,a,218
84,51101,a,140
84,51103,a,68
84,51105,a,229
84,51107,a,3087
84,51109,a,281
84,51111,a,110
84,51113,a,105
84,51115,a,60
84,51117,a,257
84,51119,a,74
84,51121,a,1193
84,51125,a,111
84,51127,a,157
84,51131,a,89
84,51133,a,74
84,51135,a,142
84,51137,a,271
84,51139,a,202
84,51141,a,144
84,51143,a,519
84,51145,a,253
84,51147,a,257
84,51149,a,358
84,51153,a,3951
84,51155,a,294
84,51157,a,53
84,51159,a,87
84,51161,a,758
84,51163,a,172
84,51165,a,652
84,51167,a,245
84,51169,a,191
84,51171,a,339
84,51173,a,269
84,51175,a,159
84,51177,a,1129
84,51179,a,1249
84,51181,a,57
84,51183,a,122
84,51185,a,375
84,51187,a,338
84,51191,a,465
84,51193,a,130
84,51195,a,389
84,51197,a,244
84,51199,a,573
84,51510,a,1641
84,51520,a,153
84,51530,a,61
84,51540,a,561
84,51550,a,2075
84,51570,a,145
84,51580,a,49
84,51590,a,350
84,51595,a,48
84,51600,a,218
84,51610,a,107
84,51620,a,69
84,51630,a,280
84,51640,a,56
84,51650,a,1353
84,51660,a,681
84,51670,a,202
84,51678,a,91
84,51680,a,802
84,51683,a,372
84,51685,a,151
84,51690,a,114
84,51700,a,1856
84,51710,a,2770
84,51720,a,35
84,51730,a,298
84,51735,a,97
84,51740,a,896
84,51750,a,235
84,51760,a,2273
84,51770,a,902
84,51775,a,221
84,51790,a,204
84,51800,a,772
84,51810,a,4382
84,51820,a,183
84,51830,a,185
84,51840,a,257
84,51001,g,149
84,51003,g,326
84,51005,g,77
84,51007,g,46
84,51009,g,125
84,51011,g,61
84,51013,g,420
84,51015,g,275
84,51017,g,24
84,51021,g,28
84,51023,g,125
84,51025,g,68
84,51027,g,91
84,51029,g,56
84,51031,g,202
84,51033,g,86
84,51035,g,136
84,51036,g,28
84,51037,g,55
84,51041,g,750
84,51043,g,52
84,51045,g,20
84,51047,g,131
84,51049,g,37
84,51051,g,62
84,51053,g,88
84,51057,g,45
84,51059,g,2450
84,51061,g,190
84,51063,g,62
84,51065,g,92
84,51067,g,229
84,51069,g,228
84,51071,g,72
84,51073,g,125
84,51075,g,74
84,51077,g,76
84,51079,g,54
84,51081,g,36
84,51083,g,164
84,51085,g,302
84,51087,g,883
84,51089,g,249
84,51091,g,13
84,51093,g,119
84,51095,g,316
84,51097,g,28
84,51099,g,54
84,51101,g,45
84,51103,g,82
84,51105,g,95
84,51107,g,457
84,51109,g,111
84,51111,g,52
84,51113,g,53
84,51115,g,53
84,51117,g,160
84,51119,g,63
84,51121,g,215
84,51125,g,69
84,51127,g,50
84,51131,g,66
84,51133,g,86
84,51135,g,64
84,51137,g,141
84,51139,g,99
84,51141,g,92
84,51143,g,254
84,51145,g,77
84,51147,g,76
84,51149,g,84
84,51153,g,617
84,51155,g,146
84,51157,g,32
84,51159,g,40
84,51161,g,370
84,51163,g,107
84,51165,g,278
84,51167,g,111
84,51169,g,106
84,51171,g,181
84,51173,g,138
84,51175,g,66
84,51177,g,277
84,51179,g,215
84,51181,g,26
84,51183,g,41
84,51185,g,182
84,51187,g,112
84,51191,g,226
84,51193,g,84
84,51195,g,138
84,51197,g,121
84,51199,g,182
84,51510,g,298
84,51520,g,79
84,51530,g,25
84,51540,g,95
84,51550,g,537
84,51570,g,80
84,51580,g,26
84,51590,g,196
84,51595,g,24
84,51600,g,72
84,51610,g,30
84,51620,g,35
84,51630,g,57
84,51640,g,33
84,51650,g,394
84,51660,g,95
84,51670,g,78
84,51678,g,25
84,51680,g,249
84,51683,g,60
84,51685,g,18
84,51690,g,63
84,51700,g,454
84,51710,g,543
84,51720,g,13
84,51730,g,113
84,51735,g,43
84,51740,g,297
84,51750,g,32
84,51760,g,538
84,51770,g,327
84,51775,g,99
84,51790,g,110
84,51800,g,224
84,51810,g,1080
84,51820,g,84
84,51830,g,43
84,51840,g,86
84,51001,o,162
84,51003,o,409
84,51005,o,80
84,51007,o,58
84,51009,o,146
84,51011,o,68
84,51013,o,681
84,51015,o,343
84,51017,o,23
84,51021,o,32
84,51023,o,169
84,51025,o,78
84,51027,o,119
84,51029,o,79
84,51031,o,239
84,51033,o,119
84,51035,o,142
84,51036,o,40
84,51037,o,57
84,51041,o,1329
84,51043,o,71
84,51045,o,25
84,51047,o,184
84,51049,o,43
84,51051,o,76
84,51053,o,125
84,51057,o,52
84,51059,o,4478
84,51061,o,294
84,51063,o,71
84,51065,o,107
84,51067,o,271
84,51069,o,311
84,51071,o,79
84,51073,o,172
84,51075,o,116
84,51077,o,78
84,51079,o,78
84,51081,o,53
84,51083,o,175
84,51085,o,442
84,51087,o,1203
84,51089,o,249
84,51091,o,14
84,51093,o,174
84,51095,o,299
84,51097,o,34
84,51099,o,88
84,51101,o,68
84,51103,o,60
84,51105,o,115
84,51107,o,959
84,51109,o,158
84,51111,o,62
84,51113,o,63
84,51115,o,46
84,51117,o,156
84,51119,o,60
84,51121,o,277
84,51125,o,83
84,51127,o,92
84,51131,o,62
84,51133,o,66
84,51135,o,66
84,51137,o,142
84,51139,o,105
84,51141,o,89
84,51143,o,306
84,51145,o,129
84,51147,o,81
84,51149,o,147
84,51153,o,1341
84,51155,o,169
84,51157,o,41
84,51159,o,37
84,51161,o,433
84,51163,o,111
84,51165,o,321
84,51167,o,140
84,51169,o,108
84,51171,o,185
84,51173,o,146
84,51175,o,90
84,51177,o,459
84,51179,o,450
84,51181,o,35
84,51183,o,53
84,51185,o,219
84,51187,o,156
84,51191,o,260
84,51193,o,88
84,51195,o,180
84,51197,o,135
84,51199,o,275
84,51510,o,508
84,51520,o,72
84,51530,o,26
84,51540,o,126
84,51550,o,882
84,51570,o,71
84,51580,o,25
84,51590,o,197
84,51595,o,21
84,51600,o,94
84,51610,o,54
84,51620,o,36
84,51630,o,71
84,51640,o,28
84,51650,o,539
84,51660,o,101
84,51670,o,82
84,51678,o,18
84,51680,o,250
84,51683,o,128
84,51685,o,36
84,51690,o,60
84,51700,o,626
84,51710,o,770
84,51720,o,17
84,51730,o,137
84,51735,o,57
84,51740,o,373
84,51750,o,36
84,51760,o,733
84,51770,o,406
84,51775,o,107
84,51790,o,103
84,51800,o,331
84,51810,o,1625
84,51820,o,83
84,51830,o,37
84,51840,o,96
84,51001,p,81
84,51003,p,233
84,51005,p,33
84,51007,p,30
84,51009,p,74
84,51011,p,32
84,51013,p,476
84,51015,p,164
84,51017,p,6
84,51021,p,12
84,51023,p,68
84,51025,p,35
84,51027,p,46
84,51029,p,39
84,51031,p,124
84,51033,p,83
84,51035,p,67
84,51036,p,12
84,51037,p,28
84,51041,p,835
84,51043,p,32
84,51045,p,10
84,51047,p,137
84,51049,p,25
84,51051,p,36
84,51053,p,66
84,51057,p,27
84,51059,p,3016
84,51061,p,161
84,51063,p,36
84,51065,p,67
84,51067,p,130
84,51069,p,212
84,51071,p,39
84,51073,p,75
84,51075,p,43
84,51077,p,29
84,51079,p,55
84,51081,p,22
84,51083,p,85
84,51085,p,231
84,51087,p,852
84,51089,p,123
84,51091,p,2
84,51093,p,79
84,51095,p,143
84,51097,p,15
84,51099,p,75
84,51101,p,42
84,51103,p,19
84,51105,p,56
84,51107,p,1143
84,51109,p,85
84,51111,p,29
84,51113,p,33
84,51115,p,15
84,51117,p,67
84,51119,p,18
84,51121,p,184
84,51125,p,31
84,51127,p,39
84,51131,p,28
84,51133,p,23
84,51135,p,37
84,51137,p,84
84,51139,p,56
84,51141,p,37
84,51143,p,137
84,51145,p,61
84,51147,p,43
84,51149,p,85
84,51153,p,1358
84,51155,p,71
84,51157,p,14
84,51159,p,16
84,51161,p,197
84,51163,p,44
84,51165,p,192
84,51167,p,64
84,51169,p,49
84,51171,p,102
84,51173,p,74
84,51175,p,40
84,51177,p,348
84,51179,p,363
84,51181,p,15
84,51183,p,23
84,51185,p,98
84,51187,p,99
84,51191,p,113
84,51193,p,37
84,51195,p,97
84,51197,p,68
84,51199,p,159
84,51510,p,406
84,51520,p,47
84,51530,p,16
84,51540,p,94
84,51550,p,595
84,51570,p,40
84,51580,p,13
84,51590,p,113
84,51595,p,15
84,51600,p,52
84,51610,p,29
84,51620,p,25
84,51630,p,66
84,51640,p,16
84,51650,p,370
84,51660,p,98
84,51670,p,73
84,51678,p,6
84,51680,p,188
84,51683,p,129
84,51685,p,53
84,51690,p,35
84,51700,p,564
84,51710,p,694
84,51720,p,9
84,51730,p,83
84,51735,p,22
84,51740,p,289
84,51750,p,24
84,51760,p,539
84,51770,p,285
84,51775,p,52
84,51790,p,53
84,51800,p,249
84,51810,p,1210
84,51820,p,62
84,51830,p,17
84,51840,p,74
84,51001,s,210
84,51003,s,656
84,51005,s,113
84,51007,s,89
84,51009,s,219
84,51011,s,105
84,51013,s,844
84,51015,s,507
84,51017,s,28
84,51021,s,39
84,51023,s,243
84,51025,s,106
84,51027,s,143
84,51029,s,101
84,51031,s,378
84,51033,s,201
84,51035,s,192
84,51036,s,41
84,51037,s,94
84,51041,s,2591
84,51043,s,102
84,51045,s,35
84,51047,s,360
84,51049,s,71
84,51051,s,103
84,51053,s,198
84,51057,s,76
84,51059,s,7780
84,51061,s,528
84,51063,s,102
84,51065,s,180
84,51067,s,357
84,51069,s,614
84,51071,s,118
84,51073,s,266
84,51075,s,141
84,51077,s,95
84,51079,s,136
84,51081,s,63
84,51083,s,254
84,51085,s,818
84,51087,s,2250
84,51089,s,345
84,51091,s,12
84,51093,s,257
84,51095,s,457
84,51097,s,44
84,51099,s,196
84,51101,s,122
84,51103,s,58
84,51105,s,161
84,51107,s,2731
84,51109,s,221
84,51111,s,75
84,51113,s,93
84,51115,s,54
84,51117,s,204
84,51119,s,56
84,51121,s,445
84,51125,s,91
84,51127,s,129
84,51131,s,76
84,51133,s,63
84,51135,s,100
84,51137,s,240
84,51139,s,164
84,51141,s,111
84,51143,s,428
84,51145,s,212
84,51147,s,124
84,51149,s,260
84,51153,s,3336
84,51155,s,216
84,51157,s,47
84,51159,s,51
84,51161,s,646
84,51163,s,136
84,51165,s,560
84,51167,s,186
84,51169,s,138
84,51171,s,283
84,51173,s,208
84,51175,s,124
84,51177,s,1075
84,51179,s,1177
84,51181,s,48
84,51183,s,63
84,51185,s,286
84,51187,s,279
84,51191,s,337
84,51193,s,109
84,51195,s,263
84,51197,s,187
84,51199,s,564
84,51510,s,560
84,51520,s,109
84,51530,s,42
84,51540,s,173
84,51550,s,1806
84,51570,s,121
84,51580,s,38
84,51590,s,275
84,51595,s,47
84,51600,s,137
84,51610,s,89
84,51620,s,57
84,51630,s,129
84,51640,s,46
84,51650,s,949
84,51660,s,200
84,51670,s,162
84,51678,s,22
84,51680,s,428
84,51683,s,305
84,51685,s,110
84,51690,s,91
84,51700,s,1284
84,51710,s,1444
84,51720,s,25
84,51730,s,197
84,51735,s,103
84,51740,s,659
84,51750,s,62
84,51760,s,1073
84,51770,s,600
84,51775,s,153
84,51790,s,137
84,51800,s,666
84,51810,s,3177
84,51820,s,137
84,51830,s,36
84,51840,s,160
91,51001,a,153
91,51003,a,540
91,51005,a,71
91,51007,a,61
91,51009,a,163
91,51011,a,70
91,51013,a,1497
91,51015,a,369
91,51017,a,21
91,51021,a,35
91,51023,a,151
91,51025,a,92
91,51027,a,126
91,51029,a,94
91,51031,a,279
91,51033,a,150
91,51035,a,139
91,51036,a,34
91,51037,a,56
91,51041,a,1689
91,51043,a,63
91,51045,a,23
91,51047,a,247
91,51049,a,50
91,51051,a,78
91,51053,a,147
91,51057,a,52
91,51059,a,6080
91,51061,a,327
91,51063,a,71
91,51065,a,131
91,51067,a,266
91,51069,a,411
91,51071,a,82
91,51073,a,186
91,51075,a,105
91,51077,a,70
91,51079,a,94
91,51081,a,76
91,51083,a,159
91,51085,a,504
91,51087,a,1686
91,51089,a,257
91,51091,a,9
91,51093,a,172
91,51095,a,299
91,51097,a,32
91,51099,a,127
91,51101,a,82
91,51103,a,39
91,51105,a,134
91,51107,a,1808
91,51109,a,164
91,51111,a,64
91,51113,a,61
91,51115,a,35
91,51117,a,150
91,51119,a,43
91,51121,a,699
91,51125,a,65
91,51127,a,92
91,51131,a,52
91,51133,a,43
91,51135,a,83
91,51137,a,159
91,51139,a,118
91,51141,a,84
91,51143,a,304
91,51145,a,148
91,51147,a,150
91,51149,a,210
91,51153,a,2314
91,51155,a,172
91,51157,a,31
91,51159,a,51
91,51161,a,444
91,51163,a,100
91,51165,a,382
91,51167,a,143
91,51169,a,112
91,51171,a,199
91,51173,a,158
91,51175,a,93
91,51177,a,661
91,51179,a,731
91,51181,a,33
91,51183,a,72
91,51185,a,220
91,51187,a,198
91,51191,a,272
91,51193,a,76
91,51195,a,228
91,51197,a,143
91,51199,a,335
91,51510,a,961
91,51520,a,90
91,51530,a,36
91,51540,a,329
91,51550,a,1215
91,51570,a,85
91,51580,a,29
91,51590,a,205
91,51595,a,28
91,51600,a,128
91,51610,a,62
91,51620,a,40
91,51630,a,164
91,51640,a,33
91,51650,a,792
91,51660,a,399
91,51670,a,118
91,51678,a,53
91,51680,a,469
91,51683,a,218
91,51685,a,88
91,51690,a,67
91,51700,a,1087
91,51710,a,1622
91,51720,a,20
91,51730,a,175
91,51735,a,57
91,51740,a,525
91,51750,a,137
91,51760,a,1331
91,51770,a,528
91,51775,a,129
91,51790,a,119
91,51800,a,452
91,51810,a,2567
91,51820,a,107
91,51830,a,108
91,51840,a,150
91,51001,g,88
91,51003,g,192
91,51005,g,45
91,51007,g,27
91,51009,g,73
91,51011,g,36
91,51013,g,247
91,51015,g,162
91,51017,g,14
91,51021,g,16
91,51023,g,74
91,51025,g,40
91,51027,g,53
91,51029,g,33
91,51031,g,119
91,51033,g,50
91,51035,g,80
91,51036,g,16
91,51037,g,32
91,51041,g,442
91,51043,g,31
91,51045,g,12
91,51047,g,77
91,51049,g,21
91,51051,g,36
91,51053,g,52
91,51057,g,26
91,51059,g,1444
91,51061,g,112
91,51063,g,36
91,51065,g,54
91,51067,g,135
91,51069,g,134
91,51071,g,42
91,51073,g,74
91,51075,g,43
91,51077,g,45
91,51079,g,31
91,51081,g,21
91,51083,g,96
91,51085,g,178
91,51087,g,520
91,51089,g,147
91,51091,g,8
91,51093,g,70
91,51095,g,186
91,51097,g,16
91,51099,g,32
91,51101,g,26
91,51103,g,48
91,51105,g,56
91,51107,g,269
91,51109,g,65
91,51111,g,30
91,51113,g,31
91,51115,g,31
91,51117,g,94
91,51119,g,37
91,51121,g,126
91,51125,g,41
91,51127,g,29
91,51131,g,38
91,51133,g,51
91,51135,g,37
91,51137,g,83
91,51139,g,58
91,51141,g,54
91,51143,g,150
91,51145,g,45
91,51147,g,45
91,51149,g,49
91,51153,g,363
91,51155,g,86
91,51157,g,18
91,51159,g,23
91,51161,g,218
91,51163,g,63
91,51165,g,163
91,51167,g,65
91,51169,g,62
91,51171,g,107
91,51173,g,81
91,51175,g,39
91,51177,g,163
91,51179,g,126
91,51181,g,15
91,51183,g,24
91,51185,g,107
91,51187,g,66
91,51191,g,133
91,51193,g,50
91,51195,g,81
91,51197,g,71
91,51199,g,107
91,51510,g,176
91,51520,g,47
91,51530,g,15
91,51540,g,56
91,51550,g,316
91,51570,g,47
91,51580,g,15
91,51590,g,115
91,51595,g,14
91,51600,g,42
91,51610,g,17
91,51620,g,20
91,51630,g,33
91,51640,g,19
91,51650,g,232
91,51660,g,56
91,51670,g,46
91,51678,g,15
91,51680,g,147
91,51683,g,35
91,51685,g,10
91,51690,g,37
91,51700,g,267
91,51710,g,320
91,51720,g,7
91,51730,g,67
91,51735,g,25
91,51740,g,175
91,51750,g,19
91,51760,g,317
91,51770,g,193
91,51775,g,58
91,51790,g,64
91,51800,g,132
91,51810,g,636
91,51820,g,49
91,51830,g,25
91,51840,g,51
91,51001,o,95
91,51003,o,239
91,51005,o,46
91,51007,o,34
91,51009,o,85
91,51011,o,39
91,51013,o,399
91,51015,o,201
91,51017,o,13
91,51021,o,19
91,51023,o,99
91,51025,o,45
91,51027,o,69
91,51029,o,46
91,51031,o,140
91,51033,o,70
91,51035,o,83
91,51036,o,23
91,51037,o,33
91,51041,o,778
91,51043,o,42
91,51045,o,15
91,51047,o,108
91,51049,o,25
91,51051,o,44
91,51053,o,73
91,51057,o,30
91,51059,o,2623
91,51061,o,172
91,51063,o,42
91,51065,o,63
91,51067,o,158
91,51069,o,182
91,51071,o,46
91,51073,o,101
91,51075,o,68
91,51077,o,45
91,51079,o,45
91,51081,o,31
91,51083,o,103
91,51085,o,259
91,51087,o,704
91,51089,o,146
91,51091,o,8
91,51093,o,102
91,51095,o,175
91,51097,o,20
91,51099,o,51
91,51101,o,40
91,51103,o,35
91,51105,o,67
91,51107,o,562
91,51109,o,92
91,51111,o,36
91,51113,o,37
91,51115,o,27
91,51117,o,91
91,51119,o,35
91,51121,o,162
91,51125,o,48
91,51127,o,54
91,51131,o,36
91,51133,o,38
91,51135,o,39
91,51137,o,83
91,51139,o,61
91,51141,o,52
91,51143,o,179
91,51145,o,76
91,51147,o,47
91,51149,o,86
91,51153,o,785
91,51155,o,99
91,51157,o,24
91,51159,o,22
91,51161,o,253
91,51163,o,65
91,51165,o,188
91,51167,o,82
91,51169,o,63
91,51171,o,108
91,51173,o,85
91,51175,o,53
91,51177,o,269
91,51179,o,263
91,51181,o,20
91,51183,o,31
91,51185,o,128
91,51187,o,91
91,51191,o,152
91,51193,o,51
91,51195,o,105
91,51197,o,79
91,51199,o,161
91,51510,o,297
91,51520,o,42
91,51530,o,15
91,51540,o,74
91,51550,o,516
91,51570,o,41
91,51580,o,14
91,51590,o,115
91,51595,o,12
91,51600,o,55
91,51610,o,32
91,51620,o,21
91,51630,o,42
91,51640,o,16
91,51650,o,316
91,51660,o,59
91,51670,o,48
91,51678,o,10
91,51680,o,146
91,51683,o,75
91,51685,o,21
91,51690,o,35
91,51700,o,367
91,51710,o,451
91,51720,o,10
91,51730,o,80
91,51735,o,33
91,51740,o,218
91,51750,o,21
91,51760,o,429
91,51770,o,238
91,51775,o,62
91,51790,o,60
91,51800,o,194
91,51810,o,952
91,51820,o,49
91,51830,o,21
91,51840,o,56
